iso_week,artist,playlists
2024-W51,Ava Garcia,2077
2024-W52,Ava Garcia,2173
2024-W01,Echo Crew,298
2024-W02,Echo Crew,340
2024-W03,Echo Crew,350
2024-W04,Echo Crew,NA
2024-W06,Echo Crew,367
2024-W07,Echo Crew,390
2024-W08,Echo Crew,399
2024-W11,Echo Crew,439
2024-W12,Echo Crew,450
2024-W14,Echo Crew,477
2024-W15,Echo Crew,503
2024-W16,Echo Crew,490
2024-W17,Echo Crew,530
2024-W18,Echo Crew,NA
2024-W19,Echo Crew,545
2024-W20,Echo Crew,563
2024-W21,Echo Crew,574
2024-W22,Echo Crew,570
2024-W23,Echo Crew,610
2024-W24,Echo Crew,632
2024-W25,Echo Crew,632
2024-W26,Echo Crew,674
2024-W27,Echo Crew,682
2024-W30,Echo Crew,743
2024-W31,Echo Crew,775
2024-W33,Echo Crew,828
2024-W35,Echo Crew,848
2024-W36,Echo Crew,NA
2024-W37,Echo Crew,911
2024-W38,Echo Crew,951
2024-W39,Echo Crew,972
2024-W40,Echo Crew,997
2024-W41,Echo Crew,1024
2024-W42,Echo Crew,NA
2024-W43,Echo Crew,1086
2024-W44,Echo Crew,1122
2024-W45,Echo Crew,1150
2024-W47,Echo Crew,1238
2024-W48,Echo Crew,1252
2024-W49,Echo Crew,1303
2024-W51,Echo Crew,1369
2024-W52,Echo Crew,1423
2024-W01,Echo Project,13
2024-W02,Echo Project,22
2024-W03,Echo Project,13
2024-W04,Echo Project,8
2024-W06,Echo Project,4
2024-W07,Echo Project,0
2024-W08,Echo Project,5
2024-W11,Echo Project,15
2024-W12,Echo Project,10
2024-W14,Echo Project,23
2024-W15,Echo Project,21
2024-W16,Echo Project,5
2024-W17,Echo Project,19
2024-W18,Echo Project,17
2024-W19,Echo Project,24
2024-W20,Echo Project,15
2024-W21,Echo Project,2
2024-W22,Echo Project,22
2024-W23,Echo Project,7
2024-W24,Echo Project,20
2024-W25,Echo Project,31
2024-W26,Echo Project,1
2024-W27,Echo Project,NA
2024-W30,Echo Project,14
2024-W31,Echo Project,10
2024-W33,Echo Project,23
2024-W35,Echo Project,16
2024-W36,Echo Project,17
2024-W37,Echo Project,18
2024-W38,Echo Project,21
2024-W39,Echo Project,36
2024-W40,Echo Project,15
2024-W41,Echo Project,12
2024-W42,Echo Project,29
2024-W43,Echo Project,25
2024-W44,Echo Project,24
2024-W45,Echo Project,28
2024-W47,Echo Project,34
2024-W48,Echo Project,28
2024-W49,Echo Project,33
2024-W51,Echo Project,6
2024-W52,Echo Project,21
2024-W01,El Rebels,178
2024-W02,El Rebels,213
2024-W03,El Rebels,191
2024-W04,El Rebels,197
2024-W06,El Rebels,214
2024-W07,El Rebels,219
2024-W08,El Rebels,NA
2024-W11,El Rebels,233
2024-W12,El Rebels,221
2024-W14,El Rebels,253
2024-W15,El Rebels,241
2024-W16,El Rebels,257
2024-W17,El Rebels,280
2024-W18,El Rebels,271
2024-W19,El Rebels,271
2024-W20,El Rebels,260
2024-W21,El Rebels,278
2024-W22,El Rebels,286
2024-W23,El Rebels,305
2024-W24,El Rebels,309
2024-W25,El Rebels,311
2024-W26,El Rebels,320
2024-W27,El Rebels,322
2024-W30,El Rebels,350
2024-W31,El Rebels,372
2024-W33,El Rebels,384
2024-W35,El Rebels,369
2024-W36,El Rebels,390
2024-W37,El Rebels,395
2024-W38,El Rebels,NA
2024-W39,El Rebels,404
2024-W40,El Rebels,423
2024-W41,El Rebels,433
2024-W42,El Rebels,443
2024-W43,El Rebels,436
2024-W44,El Rebels,470
2024-W45,El Rebels,484
2024-W47,El Rebels,505
2024-W48,El Rebels,NA
2024-W49,El Rebels,533
2024-W51,El Rebels,529
2024-W52,El Rebels,556
2024-W01,El Riders,89
2024-W02,El Riders,78
2024-W03,El Riders,87
2024-W04,El Riders,92
2024-W06,El Riders,100
2024-W07,El Riders,102
2024-W08,El Riders,70
2024-W11,El Riders,93
2024-W12,El Riders,89
2024-W14,El Riders,106
2024-W15,El Riders,115
2024-W16,El Riders,105
2024-W17,El Riders,105
2024-W18,El Riders,132
2024-W19,El Riders,91
2024-W20,El Riders,117
2024-W21,El Riders,118
2024-W22,El Riders,121
2024-W23,El Riders,124
2024-W24,El Riders,117
2024-W25,El Riders,133
2024-W26,El Riders,99
2024-W27,El Riders,117
2024-W30,El Riders,135
2024-W31,El Riders,140
2024-W33,El Riders,137
2024-W35,El Riders,155
2024-W36,El Riders,143
2024-W37,El Riders,162
2024-W38,El Riders,145
2024-W39,El Riders,150
2024-W40,El Riders,154
2024-W41,El Riders,150
2024-W42,El Riders,165
2024-W43,El Riders,147
2024-W44,El Riders,162
2024-W45,El Riders,160
2024-W47,El Riders,182
2024-W48,El Riders,183
2024-W49,El Riders,191
2024-W51,El Riders,181
2024-W52,El Riders,168
2024-W01,El Saints,113
2024-W02,El Saints,139
2024-W03,El Saints,122
2024-W04,El Saints,120
2024-W06,El Saints,155
2024-W07,El Saints,133
2024-W08,El Saints,152
2024-W11,El Saints,168
2024-W12,El Saints,196
2024-W14,El Saints,186
2024-W15,El Saints,193
2024-W16,El Saints,210
2024-W17,El Saints,221
2024-W18,El Saints,227
2024-W19,El Saints,250
2024-W20,El Saints,251
2024-W21,El Saints,258
2024-W22,El Saints,264
2024-W23,El Saints,268
2024-W24,El Saints,273
2024-W25,El Saints,307
2024-W26,El Saints,317
2024-W27,El Saints,343
2024-W30,El Saints,372
2024-W31,El Saints,379
2024-W33,El Saints,422
2024-W35,El Saints,454
2024-W36,El Saints,492
2024-W37,El Saints,NA
2024-W38,El Saints,526
2024-W39,El Saints,530
2024-W40,El Saints,569
2024-W41,El Saints,568
2024-W42,El Saints,600
2024-W43,El Saints,628
2024-W44,El Saints,649
2024-W45,El Saints,683
2024-W47,El Saints,745
2024-W48,El Saints,765
2024-W49,El Saints,801
2024-W51,El Saints,NA
2024-W52,El Saints,906
2024-W01,Electric Mirage,442
2024-W02,Electric Mirage,447
2024-W03,Electric Mirage,459
2024-W04,Electric Mirage,480
2024-W06,Electric Mirage,499
2024-W07,Electric Mirage,495
2024-W08,Electric Mirage,542
2024-W11,Electric Mirage,548
2024-W12,Electric Mirage,582
2024-W14,Electric Mirage,600
2024-W15,Electric Mirage,637
2024-W16,Electric Mirage,659
2024-W17,Electric Mirage,658
2024-W18,Electric Mirage,679
2024-W19,Electric Mirage,716
2024-W20,Electric Mirage,701
2024-W21,Electric Mirage,744
2024-W22,Electric Mirage,753
2024-W23,Electric Mirage,775
2024-W24,Electric Mirage,791
2024-W25,Electric Mirage,829
2024-W26,Electric Mirage,828
2024-W27,Electric Mirage,871
2024-W30,Electric Mirage,NA
2024-W31,Electric Mirage,963
2024-W33,Electric Mirage,1001
2024-W35,Electric Mirage,NA
2024-W36,Electric Mirage,1097
2024-W37,Electric Mirage,1113
2024-W38,Electric Mirage,1150
2024-W39,Electric Mirage,1187
2024-W40,Electric Mirage,NA
2024-W41,Electric Mirage,1236
2024-W42,Electric Mirage,1284
2024-W43,Electric Mirage,1305
2024-W44,Electric Mirage,1318
2024-W45,Electric Mirage,1371
2024-W47,Electric Mirage,1449
2024-W48,Electric Mirage,1488
2024-W49,Electric Mirage,1530
2024-W51,Electric Mirage,1609
2024-W52,Electric Mirage,NA
2024-W01,Electric Rebels,83
2024-W02,Electric Rebels,71
2024-W03,Electric Rebels,84
2024-W04,Electric Rebels,82
2024-W06,Electric Rebels,NA
2024-W07,Electric Rebels,115
2024-W08,Electric Rebels,117
2024-W11,Electric Rebels,108
2024-W12,Electric Rebels,120
2024-W14,Electric Rebels,133
2024-W15,Electric Rebels,NA
2024-W16,Electric Rebels,145
2024-W17,Electric Rebels,150
2024-W18,Electric Rebels,140
2024-W19,Electric Rebels,165
2024-W20,Electric Rebels,170
2024-W21,Electric Rebels,174
2024-W22,Electric Rebels,183
2024-W23,Electric Rebels,NA
2024-W24,Electric Rebels,203
2024-W25,Electric Rebels,203
2024-W26,Electric Rebels,228
2024-W27,Electric Rebels,225
2024-W30,Electric Rebels,264
2024-W31,Electric Rebels,258
2024-W33,Electric Rebels,281
2024-W35,Electric Rebels,294
2024-W36,Electric Rebels,328
2024-W37,Electric Rebels,337
2024-W38,Electric Rebels,359
2024-W39,Electric Rebels,368
2024-W40,Electric Rebels,387
2024-W41,Electric Rebels,394
2024-W42,Electric Rebels,406
2024-W43,Electric Rebels,441
2024-W44,Electric Rebels,459
2024-W45,Electric Rebels,453
2024-W47,Electric Rebels,492
2024-W48,Electric Rebels,531
2024-W49,Electric Rebels,550
2024-W51,Electric Rebels,612
2024-W52,Electric Rebels,614
2024-W01,Electric Saints,NA
2024-W02,Electric Saints,381
2024-W03,Electric Saints,346
2024-W04,Electric Saints,360
2024-W06,Electric Saints,380
2024-W07,Electric Saints,379
2024-W08,Electric Saints,388
2024-W11,Electric Saints,412
2024-W12,Electric Saints,420
2024-W14,Electric Saints,434
2024-W15,Electric Saints,437
2024-W16,Electric Saints,436
2024-W17,Electric Saints,450
2024-W18,Electric Saints,448
2024-W19,Electric Saints,466
2024-W20,Electric Saints,NA
2024-W21,Electric Saints,479
2024-W22,Electric Saints,476
2024-W23,Electric Saints,492
2024-W24,Electric Saints,492
2024-W25,Electric Saints,507
2024-W26,Electric Saints,524
2024-W27,Electric Saints,530
2024-W30,Electric Saints,554
2024-W31,Electric Saints,572
2024-W33,Electric Saints,566
2024-W35,Electric Saints,606
2024-W36,Electric Saints,618
2024-W37,Electric Saints,609
2024-W38,Electric Saints,652
2024-W39,Electric Saints,612
2024-W40,Electric Saints,648
2024-W41,Electric Saints,659
2024-W42,Electric Saints,667
2024-W43,Electric Saints,687
2024-W44,Electric Saints,691
2024-W45,Electric Saints,693
2024-W47,Electric Saints,721
2024-W48,Electric Saints,741
2024-W49,Electric Saints,740
2024-W51,Electric Saints,NA
2024-W52,Electric Saints,NA
2024-W01,Electric Storm,390
2024-W02,Electric Storm,NA
2024-W03,Electric Storm,409
2024-W04,Electric Storm,438
2024-W06,Electric Storm,472
2024-W07,Electric Storm,495
2024-W08,Electric Storm,534
2024-W11,Electric Storm,585
2024-W12,Electric Storm,623
2024-W14,Electric Storm,668
2024-W15,Electric Storm,701
2024-W16,Electric Storm,745
2024-W17,Electric Storm,783
2024-W18,Electric Storm,794
2024-W19,Electric Storm,836
2024-W20,Electric Storm,870
2024-W21,Electric Storm,930
2024-W22,Electric Storm,957
2024-W23,Electric Storm,976
2024-W24,Electric Storm,1033
2024-W25,Electric Storm,1060
2024-W26,Electric Storm,1130
2024-W27,Electric Storm,NA
2024-W30,Electric Storm,1356
2024-W31,Electric Storm,1393
2024-W33,Electric Storm,1531
2024-W35,Electric Storm,1677
2024-W36,Electric Storm,1752
2024-W37,Electric Storm,1830
2024-W38,Electric Storm,1900
2024-W39,Electric Storm,1983
2024-W40,Electric Storm,2059
2024-W41,Electric Storm,2147
2024-W42,Electric Storm,2249
2024-W43,Electric Storm,2353
2024-W44,Electric Storm,2448
2024-W45,Electric Storm,2574
2024-W47,Electric Storm,2801
2024-W48,Electric Storm,2929
2024-W49,Electric Storm,3037
2024-W51,Electric Storm,3303
2024-W52,Electric Storm,3473
2024-W01,Ethan Davis,356
2024-W02,Ethan Davis,357
2024-W03,Ethan Davis,372
2024-W04,Ethan Davis,368
2024-W06,Ethan Davis,409
2024-W07,Ethan Davis,397
2024-W08,Ethan Davis,433
2024-W11,Ethan Davis,491
2024-W12,Ethan Davis,484
2024-W14,Ethan Davis,520
2024-W15,Ethan Davis,523
2024-W16,Ethan Davis,549
2024-W17,Ethan Davis,556
2024-W18,Ethan Davis,553
2024-W19,Ethan Davis,600
2024-W20,Ethan Davis,609
2024-W21,Ethan Davis,628
2024-W22,Ethan Davis,653
2024-W23,Ethan Davis,687
2024-W24,Ethan Davis,698
2024-W25,Ethan Davis,725
2024-W26,Ethan Davis,746
2024-W27,Ethan Davis,764
2024-W30,Ethan Davis,825
2024-W31,Ethan Davis,867
2024-W33,Ethan Davis,909
2024-W35,Ethan Davis,976
2024-W36,Ethan Davis,1004
2024-W37,Ethan Davis,1050
2024-W38,Ethan Davis,1062
2024-W39,Ethan Davis,NA
2024-W40,Ethan Davis,1149
2024-W41,Ethan Davis,1178
2024-W42,Ethan Davis,1213
2024-W43,Ethan Davis,1249
2024-W44,Ethan Davis,1275
2024-W45,Ethan Davis,1323
2024-W47,Ethan Davis,1418
2024-W48,Ethan Davis,1449
2024-W49,Ethan Davis,1515
2024-W51,Ethan Davis,1604
2024-W52,Ethan Davis,1656
2024-W01,Ethan Harris,19
2024-W02,Ethan Harris,9
2024-W03,Ethan Harris,18
2024-W04,Ethan Harris,6
2024-W06,Ethan Harris,6
2024-W07,Ethan Harris,16
2024-W08,Ethan Harris,4
2024-W11,Ethan Harris,31
2024-W12,Ethan Harris,5
2024-W14,Ethan Harris,6
2024-W15,Ethan Harris,18
2024-W16,Ethan Harris,0
2024-W17,Ethan Harris,13
2024-W18,Ethan Harris,3
2024-W19,Ethan Harris,0
2024-W20,Ethan Harris,18
2024-W21,Ethan Harris,28
2024-W22,Ethan Harris,4
2024-W23,Ethan Harris,4
2024-W24,Ethan Harris,2
2024-W25,Ethan Harris,9
2024-W26,Ethan Harris,21
2024-W27,Ethan Harris,22
2024-W30,Ethan Harris,NA
2024-W31,Ethan Harris,15
2024-W33,Ethan Harris,16
2024-W35,Ethan Harris,NA
2024-W36,Ethan Harris,NA
2024-W37,Ethan Harris,5
2024-W38,Ethan Harris,23
2024-W39,Ethan Harris,43
2024-W40,Ethan Harris,33
2024-W41,Ethan Harris,23
2024-W42,Ethan Harris,32
2024-W43,Ethan Harris,45
2024-W44,Ethan Harris,30
2024-W45,Ethan Harris,24
2024-W47,Ethan Harris,51
2024-W48,Ethan Harris,23
2024-W49,Ethan Harris,42
2024-W51,Ethan Harris,44
2024-W52,Ethan Harris,44
2024-W01,Ethan Miller,430
2024-W02,Ethan Miller,450
2024-W03,Ethan Miller,448
2024-W04,Ethan Miller,462
2024-W06,Ethan Miller,510
2024-W07,Ethan Miller,526
2024-W08,Ethan Miller,528
2024-W11,Ethan Miller,598
2024-W12,Ethan Miller,625
2024-W14,Ethan Miller,NA
2024-W15,Ethan Miller,695
2024-W16,Ethan Miller,712
2024-W17,Ethan Miller,736
2024-W18,Ethan Miller,NA
2024-W19,Ethan Miller,NA
2024-W20,Ethan Miller,826
2024-W21,Ethan Miller,869
2024-W22,Ethan Miller,865
2024-W23,Ethan Miller,898
2024-W24,Ethan Miller,942
2024-W25,Ethan Miller,985
2024-W26,Ethan Miller,1014
2024-W27,Ethan Miller,1031
2024-W30,Ethan Miller,1162
2024-W31,Ethan Miller,1188
2024-W33,Ethan Miller,NA
2024-W35,Ethan Miller,1357
2024-W36,Ethan Miller,1405
2024-W37,Ethan Miller,1436
2024-W38,Ethan Miller,1500
2024-W39,Ethan Miller,1549
2024-W40,Ethan Miller,1612
2024-W41,Ethan Miller,1657
2024-W42,Ethan Miller,1724
2024-W43,Ethan Miller,1784
2024-W44,Ethan Miller,1837
2024-W45,Ethan Miller,1902
2024-W47,Ethan Miller,2051
2024-W48,Ethan Miller,2121
2024-W49,Ethan Miller,2178
2024-W51,Ethan Miller,2336
2024-W52,Ethan Miller,2411
2024-W01,Ethan Wilson,151
2024-W02,Ethan Wilson,98
2024-W03,Ethan Wilson,117
2024-W04,Ethan Wilson,137
2024-W06,Ethan Wilson,124
2024-W07,Ethan Wilson,133
2024-W08,Ethan Wilson,130
2024-W11,Ethan Wilson,153
2024-W12,Ethan Wilson,NA
2024-W14,Ethan Wilson,158
2024-W15,Ethan Wilson,NA
2024-W16,Ethan Wilson,140
2024-W17,Ethan Wilson,NA
2024-W18,Ethan Wilson,164
2024-W19,Ethan Wilson,176
2024-W20,Ethan Wilson,167
2024-W21,Ethan Wilson,175
2024-W22,Ethan Wilson,187
2024-W23,Ethan Wilson,189
2024-W24,Ethan Wilson,190
2024-W25,Ethan Wilson,188
2024-W26,Ethan Wilson,193
2024-W27,Ethan Wilson,205
2024-W30,Ethan Wilson,208
2024-W31,Ethan Wilson,225
2024-W33,Ethan Wilson,207
2024-W35,Ethan Wilson,225
2024-W36,Ethan Wilson,215
2024-W37,Ethan Wilson,248
2024-W38,Ethan Wilson,240
2024-W39,Ethan Wilson,254
2024-W40,Ethan Wilson,269
2024-W41,Ethan Wilson,265
2024-W42,Ethan Wilson,256
2024-W43,Ethan Wilson,263
2024-W44,Ethan Wilson,260
2024-W45,Ethan Wilson,267
2024-W47,Ethan Wilson,284
2024-W48,Ethan Wilson,299
2024-W49,Ethan Wilson,307
2024-W51,Ethan Wilson,306
2024-W52,Ethan Wilson,302
2024-W01,Golden Echo,28
2024-W02,Golden Echo,18
2024-W03,Golden Echo,35
2024-W04,Golden Echo,38
2024-W06,Golden Echo,22
2024-W07,Golden Echo,26
2024-W08,Golden Echo,29
2024-W11,Golden Echo,29
2024-W12,Golden Echo,18
2024-W14,Golden Echo,33
2024-W15,Golden Echo,21
2024-W16,Golden Echo,36
2024-W17,Golden Echo,42
2024-W18,Golden Echo,37
2024-W19,Golden Echo,56
2024-W20,Golden Echo,60
2024-W21,Golden Echo,49
2024-W22,Golden Echo,40
2024-W23,Golden Echo,62
2024-W24,Golden Echo,50
2024-W25,Golden Echo,52
2024-W26,Golden Echo,64
2024-W27,Golden Echo,55
2024-W30,Golden Echo,75
2024-W31,Golden Echo,65
2024-W33,Golden Echo,69
2024-W35,Golden Echo,96
2024-W36,Golden Echo,78
2024-W37,Golden Echo,92
2024-W38,Golden Echo,86
2024-W39,Golden Echo,85
2024-W40,Golden Echo,110
2024-W41,Golden Echo,97
2024-W42,Golden Echo,122
2024-W43,Golden Echo,NA
2024-W44,Golden Echo,120
2024-W45,Golden Echo,128
2024-W47,Golden Echo,116
2024-W48,Golden Echo,130
2024-W49,Golden Echo,143
2024-W51,Golden Echo,148
2024-W52,Golden Echo,143
2024-W01,Golden Mirage,415
2024-W02,Golden Mirage,415
2024-W03,Golden Mirage,455
2024-W04,Golden Mirage,458
2024-W06,Golden Mirage,476
2024-W07,Golden Mirage,495
2024-W08,Golden Mirage,522
2024-W11,Golden Mirage,570
2024-W12,Golden Mirage,594
2024-W14,Golden Mirage,595
2024-W15,Golden Mirage,609
2024-W16,Golden Mirage,631
2024-W17,Golden Mirage,649
2024-W18,Golden Mirage,659
2024-W19,Golden Mirage,696
2024-W20,Golden Mirage,723
2024-W21,Golden Mirage,723
2024-W22,Golden Mirage,NA
2024-W23,Golden Mirage,755
2024-W24,Golden Mirage,796
2024-W25,Golden Mirage,810
2024-W26,Golden Mirage,813
2024-W27,Golden Mirage,853
2024-W30,Golden Mirage,913
2024-W31,Golden Mirage,946
2024-W33,Golden Mirage,996
2024-W35,Golden Mirage,1056
2024-W36,Golden Mirage,1096
2024-W37,Golden Mirage,1128
2024-W38,Golden Mirage,1167
2024-W39,Golden Mirage,1180
2024-W40,Golden Mirage,1199
2024-W41,Golden Mirage,1247
2024-W42,Golden Mirage,1287
2024-W43,Golden Mirage,1329
2024-W44,Golden Mirage,1354
2024-W45,Golden Mirage,1396
2024-W47,Golden Mirage,1445
2024-W48,Golden Mirage,1489
2024-W49,Golden Mirage,1557
2024-W51,Golden Mirage,1616
2024-W52,Golden Mirage,1660
2024-W01,Golden Phoenix,15
2024-W02,Golden Phoenix,26
2024-W03,Golden Phoenix,22
2024-W04,Golden Phoenix,16
2024-W06,Golden Phoenix,26
2024-W07,Golden Phoenix,34
2024-W08,Golden Phoenix,23
2024-W11,Golden Phoenix,35
2024-W12,Golden Phoenix,38
2024-W14,Golden Phoenix,31
2024-W15,Golden Phoenix,28
2024-W16,Golden Phoenix,24
2024-W17,Golden Phoenix,NA
2024-W18,Golden Phoenix,48
2024-W19,Golden Phoenix,36
2024-W20,Golden Phoenix,31
2024-W21,Golden Phoenix,42
2024-W22,Golden Phoenix,28
2024-W23,Golden Phoenix,35
2024-W24,Golden Phoenix,49
2024-W25,Golden Phoenix,32
2024-W26,Golden Phoenix,28
2024-W27,Golden Phoenix,31
2024-W30,Golden Phoenix,NA
2024-W31,Golden Phoenix,47
2024-W33,Golden Phoenix,54
2024-W35,Golden Phoenix,61
2024-W36,Golden Phoenix,43
2024-W37,Golden Phoenix,38
2024-W38,Golden Phoenix,62
2024-W39,Golden Phoenix,48
2024-W40,Golden Phoenix,62
2024-W41,Golden Phoenix,45
2024-W42,Golden Phoenix,38
2024-W43,Golden Phoenix,27
2024-W44,Golden Phoenix,58
2024-W45,Golden Phoenix,39
2024-W47,Golden Phoenix,51
2024-W48,Golden Phoenix,55
2024-W49,Golden Phoenix,64
2024-W51,Golden Phoenix,48
2024-W52,Golden Phoenix,51
2024-W01,Golden Rebels,76
2024-W02,Golden Rebels,63
2024-W03,Golden Rebels,69
2024-W04,Golden Rebels,82
2024-W06,Golden Rebels,87
2024-W07,Golden Rebels,83
2024-W08,Golden Rebels,93
2024-W11,Golden Rebels,114
2024-W12,Golden Rebels,81
2024-W14,Golden Rebels,111
2024-W15,Golden Rebels,112
2024-W16,Golden Rebels,110
2024-W17,Golden Rebels,118
2024-W18,Golden Rebels,143
2024-W19,Golden Rebels,129
2024-W20,Golden Rebels,131
2024-W21,Golden Rebels,132
2024-W22,Golden Rebels,141
2024-W23,Golden Rebels,151
2024-W24,Golden Rebels,NA
2024-W25,Golden Rebels,175
2024-W26,Golden Rebels,171
2024-W27,Golden Rebels,191
2024-W30,Golden Rebels,184
2024-W31,Golden Rebels,211
2024-W33,Golden Rebels,221
2024-W35,Golden Rebels,241
2024-W36,Golden Rebels,249
2024-W37,Golden Rebels,237
2024-W38,Golden Rebels,NA
2024-W39,Golden Rebels,280
2024-W40,Golden Rebels,280
2024-W41,Golden Rebels,290
2024-W42,Golden Rebels,305
2024-W43,Golden Rebels,309
2024-W44,Golden Rebels,338
2024-W45,Golden Rebels,365
2024-W47,Golden Rebels,383
2024-W48,Golden Rebels,378
2024-W49,Golden Rebels,392
2024-W51,Golden Rebels,447
2024-W52,Golden Rebels,NA
2024-W01,Golden Wolves,346
2024-W02,Golden Wolves,343
2024-W03,Golden Wolves,354
2024-W04,Golden Wolves,345
2024-W06,Golden Wolves,365
2024-W07,Golden Wolves,NA
2024-W08,Golden Wolves,358
2024-W11,Golden Wolves,389
2024-W12,Golden Wolves,399
2024-W14,Golden Wolves,396
2024-W15,Golden Wolves,NA
2024-W16,Golden Wolves,421
2024-W17,Golden Wolves,419
2024-W18,Golden Wolves,421
2024-W19,Golden Wolves,429
2024-W20,Golden Wolves,442
2024-W21,Golden Wolves,449
2024-W22,Golden Wolves,474
2024-W23,Golden Wolves,454
2024-W24,Golden Wolves,478
2024-W25,Golden Wolves,476
2024-W26,Golden Wolves,NA
2024-W27,Golden Wolves,488
2024-W30,Golden Wolves,518
2024-W31,Golden Wolves,524
2024-W33,Golden Wolves,537
2024-W35,Golden Wolves,559
2024-W36,Golden Wolves,557
2024-W37,Golden Wolves,570
2024-W38,Golden Wolves,578
2024-W39,Golden Wolves,599
2024-W40,Golden Wolves,599
2024-W41,Golden Wolves,608
2024-W42,Golden Wolves,637
2024-W43,Golden Wolves,627
2024-W44,Golden Wolves,635
2024-W45,Golden Wolves,646
2024-W47,Golden Wolves,669
2024-W48,Golden Wolves,672
2024-W49,Golden Wolves,673
2024-W51,Golden Wolves,700
2024-W52,Golden Wolves,690
2024-W01,Isabella Davis,365
2024-W02,Isabella Davis,373
2024-W03,Isabella Davis,416
2024-W04,Isabella Davis,419
2024-W06,Isabella Davis,441
2024-W07,Isabella Davis,449
2024-W08,Isabella Davis,459
2024-W11,Isabella Davis,510
2024-W12,Isabella Davis,510
2024-W14,Isabella Davis,551
2024-W15,Isabella Davis,566
2024-W16,Isabella Davis,572
2024-W17,Isabella Davis,587
2024-W18,Isabella Davis,611
2024-W19,Isabella Davis,614
2024-W20,Isabella Davis,647
2024-W21,Isabella Davis,663
2024-W22,Isabella Davis,683
2024-W23,Isabella Davis,696
2024-W24,Isabella Davis,702
2024-W25,Isabella Davis,719
2024-W26,Isabella Davis,747
2024-W27,Isabella Davis,785
2024-W30,Isabella Davis,841
2024-W31,Isabella Davis,878
2024-W33,Isabella Davis,930
2024-W35,Isabella Davis,967
2024-W36,Isabella Davis,1002
2024-W37,Isabella Davis,1040
2024-W38,Isabella Davis,1073
2024-W39,Isabella Davis,1105
2024-W40,Isabella Davis,1124
2024-W41,Isabella Davis,1150
2024-W42,Isabella Davis,1189
2024-W43,Isabella Davis,1215
2024-W44,Isabella Davis,1242
2024-W45,Isabella Davis,1295
2024-W47,Isabella Davis,1373
2024-W48,Isabella Davis,1415
2024-W49,Isabella Davis,1452
2024-W51,Isabella Davis,1519
2024-W52,Isabella Davis,1561
2024-W01,Isabella Wilson,206
2024-W02,Isabella Wilson,210
2024-W03,Isabella Wilson,222
2024-W04,Isabella Wilson,240
2024-W06,Isabella Wilson,240
2024-W07,Isabella Wilson,273
2024-W08,Isabella Wilson,284
2024-W11,Isabella Wilson,NA
2024-W12,Isabella Wilson,309
2024-W14,Isabella Wilson,332
2024-W15,Isabella Wilson,344
2024-W16,Isabella Wilson,353
2024-W17,Isabella Wilson,371
2024-W18,Isabella Wilson,387
2024-W19,Isabella Wilson,NA
2024-W20,Isabella Wilson,426
2024-W21,Isabella Wilson,445
2024-W22,Isabella Wilson,444
2024-W23,Isabella Wilson,469
2024-W24,Isabella Wilson,509
2024-W25,Isabella Wilson,499
2024-W26,Isabella Wilson,530
2024-W27,Isabella Wilson,535
2024-W30,Isabella Wilson,596
2024-W31,Isabella Wilson,638
2024-W33,Isabella Wilson,684
2024-W35,Isabella Wilson,728
2024-W36,Isabella Wilson,769
2024-W37,Isabella Wilson,780
2024-W38,Isabella Wilson,804
2024-W39,Isabella Wilson,839
2024-W40,Isabella Wilson,848
2024-W41,Isabella Wilson,893
2024-W42,Isabella Wilson,937
2024-W43,Isabella Wilson,981
2024-W44,Isabella Wilson,NA
2024-W45,Isabella Wilson,1053
2024-W47,Isabella Wilson,1141
2024-W48,Isabella Wilson,1180
2024-W49,Isabella Wilson,1218
2024-W51,Isabella Wilson,1312
2024-W52,Isabella Wilson,1346
2024-W01,Jake Wilson,380
2024-W02,Jake Wilson,379
2024-W03,Jake Wilson,417
2024-W04,Jake Wilson,406
2024-W06,Jake Wilson,464
2024-W07,Jake Wilson,483
2024-W08,Jake Wilson,501
2024-W11,Jake Wilson,552
2024-W12,Jake Wilson,562
2024-W14,Jake Wilson,599
2024-W15,Jake Wilson,603
2024-W16,Jake Wilson,632
2024-W17,Jake Wilson,658
2024-W18,Jake Wilson,681
2024-W19,Jake Wilson,719
2024-W20,Jake Wilson,734
2024-W21,Jake Wilson,750
2024-W22,Jake Wilson,779
2024-W23,Jake Wilson,806
2024-W24,Jake Wilson,841
2024-W25,Jake Wilson,873
2024-W26,Jake Wilson,893
2024-W27,Jake Wilson,925
2024-W30,Jake Wilson,1025
2024-W31,Jake Wilson,1060
2024-W33,Jake Wilson,NA
2024-W35,Jake Wilson,1205
2024-W36,Jake Wilson,1254
2024-W37,Jake Wilson,1285
2024-W38,Jake Wilson,1346
2024-W39,Jake Wilson,1383
2024-W40,Jake Wilson,1443
2024-W41,Jake Wilson,1488
2024-W42,Jake Wilson,1529
2024-W43,Jake Wilson,1583
2024-W44,Jake Wilson,NA
2024-W45,Jake Wilson,1704
2024-W47,Jake Wilson,1817
2024-W48,Jake Wilson,1858
2024-W49,Jake Wilson,1941
2024-W51,Jake Wilson,2075
2024-W52,Jake Wilson,2138
2024-W01,Liam Harris,329
2024-W02,Liam Harris,324
2024-W03,Liam Harris,341
2024-W04,Liam Harris,363
2024-W06,Liam Harris,336
2024-W07,Liam Harris,351
2024-W08,Liam Harris,360
2024-W11,Liam Harris,404
